"","pert_iname","mean","n","median","sd","sRGES"
"9340","BRD-K33889536",0.435547429976275,2,0.435547429976275,0.269135812536952,0.435547429976275
"9341","BRD-K07918661",0.435547429976276,2,0.435547429976276,0.103565819805132,0.435547429976276
"9342","methyldopa",0.43558282208589,1,0.43558282208589,NA,0.43558282208589
"9343","auranofin",0.436207432226798,50,0.56291987965533,0.355351488843849,0.436207432226798
"9344","BRD-K87508191",0.436352802259901,1,0.436352802259901,NA,0.436352802259901
"9345","BRD-K02490064",0.436547845634886,4,0.430179331816766,0.451694531633157,0.436547845634886
"9346","BRD-K83577967",0.436693633889076,1,0.436693633889076,NA,0.436693633889076
"9347","BRD-K01477275",0.436750439160606,3,0.355916537774557,0.269229715541706,0.436750439160606
"9348","BRD-K07817703",0.436787047467701,1,0.436787047467701,NA,0.436787047467701
"9349","BRD-K29924325",0.437166380214858,2,0.437166380214858,0.361560983152167,0.437166380214858
"9350","BRD-K68007071",0.437204881332839,2,0.437204881332839,0.396934174715148,0.437204881332839
"9351","BRD-K19181733",0.437503237595332,13,0.530029627439924,0.304640410518601,0.437503237595332
"9352","BRD-K69293497",0.43767762765862,2,0.43767762765862,0.180325707265226,0.43767762765862
"9353","BRD-K74561903",0.437731241804489,2,0.437731241804489,0.207358478687377,0.437731241804489
"9354","AG-957",0.437740709349743,18,0.571252032533868,0.347488872733012,0.437740709349743
"9355","BRD-K38803221",0.437747266636143,3,0.725207607985872,0.522286738183437,0.437747266636143
"9356","BRD-K37303684",0.437999968241953,6,0.486792774369462,0.342824125670762,0.437999968241953
"9357","BRD-K51595563",0.438120089084156,4,0.511035978498731,0.236716435577428,0.438120089084156
"9358","BRD-A66846505",0.438402724463328,3,0.630063710602842,0.362187827583293,0.438402724463328
"9359","BRD-K98998964",0.438491205613577,1,0.438491205613577,NA,0.438491205613577
"9360","catharanthine",0.438650306748466,1,0.438650306748466,NA,0.438650306748466
"9361","BRD-K74647590",0.438653415756834,2,0.438653415756834,0.388137515712656,0.438653415756834
"9362","BRD-K74639017",0.439040954175321,2,0.439040954175321,0.330603527947957,0.439040954175321
"9363","cymarin",0.43910157780913,20,0.472028978994425,0.255048623586938,0.43910157780913
"9364","BRD-K50737884",0.439296577897203,2,0.439296577897203,0.471579471772364,0.439296577897203
"9365","BRD-K96121225",0.439381785804496,2,0.439381785804496,0.290946706776005,0.439381785804496
"9366","RS-39604",0.439401638729664,11,0.513669709239515,0.337225326765001,0.439401638729664
"9367","BRD-K50058777",0.439420286922478,2,0.439420286922478,0.352348368812111,0.439420286922478
"9368","BRD-K14302652",0.43946699371179,2,0.43946699371179,0.015840234136454,0.43946699371179
"9369","BAS-00594560",0.439520607857658,2,0.439520607857658,0.126742521527562,0.439520607857658
"9370","BRD-K39284479",0.439531824793291,3,0.421608725289707,0.279701490708036,0.439531824793291
"9371","BRD-K86638751",0.439590702737065,1,0.439590702737065,NA,0.439590702737065
"9372","BRD-K90143908",0.439817923823182,3,0.409767935184236,0.197107260996151,0.439817923823182
"9373","CP-55940",0.439977086149794,10,0.641140738551036,0.410280312758462,0.439977086149794
"9374","SA-247654",0.440256773935352,3,0.228709337856249,0.566549288263653,0.440256773935352
"9375","BRD-K20931972",0.440319072784728,2,0.440319072784728,0.358548428699259,0.440319072784728
"9376","BRD-K45699165",0.440442781810003,1,0.440442781810003,NA,0.440442781810003
"9377","levocetirizine",0.44045789483789,2,0.44045789483789,0.0603973610870791,0.44045789483789
"9378","BRD-K00566471",0.440489488599316,2,0.440489488599316,0.428439692006723,0.440489488599316
"9379","BRD-K35854261",0.440489488599316,2,0.440489488599316,0.240829405251301,0.440489488599316
"9380","BRD-K55260239",0.441002719486506,7,0.45203105720196,0.315182666404865,0.441002719486506
"9381","W-12",0.4410725722252,1,0.4410725722252,NA,0.4410725722252
"9382","BRD-K07005393",0.441176535453565,13,0.539402497242242,0.413386868985647,0.441176535453565
"9383","BRD-K73575094",0.441209652975648,2,0.441209652975648,0.369098171570278,0.441209652975648
"9384","BRD-K33909932",0.441294860882941,1,0.441294860882941,NA,0.441294860882941
"9385","BRD-K96420933",0.441352577864475,4,0.569566096424246,0.342749549819999,0.441352577864475
"9386","paromomycin",0.441413403854375,1,0.441413403854375,NA,0.441413403854375
"9387","BRD-K49998237",0.441511983486842,2,0.441511983486842,0.374345818604181,0.441511983486842
"9388","ataluren",0.441717791411043,1,0.441717791411043,NA,0.441717791411043
"9389","BRD-K20492338",0.441773741017465,5,0.632960779450831,0.714819965752286,0.441773741017465
"9390","BRD-K16625384",0.441862913598234,3,0.331547076288531,0.281531688085849,0.441862913598234
"9391","BRD-K57064803",0.441864433146161,9,0.402217766499229,0.361190269973421,0.441864433146161
"9392","BRD-K49939055",0.441976524141292,1,0.441976524141292,NA,0.441976524141292
"9393","BRD-K68554461",0.441976524141292,1,0.441976524141292,NA,0.441976524141292
"9394","capsazepine",0.442272077013592,13,0.609236537150648,0.50341421660396,0.442272077013592
"9395","LBH-589",0.442502884612941,6,0.586248624217576,0.416801573643078,0.442502884612941
"9396","BRD-K36087356",0.442523570601651,10,0.49326857532379,0.363808116084754,0.442523570601651
"9397","CS-1657",0.442740286298569,1,0.442740286298569,NA,0.442740286298569
"9398","BRD-K44417704",0.442820214307743,7,0.417555189812112,0.151161026658206,0.442820214307743
"9399","BRD-K15030062",0.4428614427738,5,0.488411724608044,0.358218931202612,0.4428614427738
"9400","BRD-K69295800",0.443022372423473,4,0.486284635934066,0.322779238677274,0.443022372423473
"9401","BRD-K56206243",0.443130933725424,2,0.443130933725424,0.482677276730749,0.443130933725424
"9402","BRD-K69672023",0.443169434843405,2,0.443169434843405,0.225339073077513,0.443169434843405
"9403","busulfan",0.443762781186094,1,0.443762781186094,NA,0.443762781186094
"9404","BRD-K76418961",0.443791407549593,7,0.303939714325341,0.298403860812088,0.443791407549593
"9405","sulfamonomethoxine",0.443799225258602,1,0.443799225258602,NA,0.443799225258602
"9406","GSK-2126458",0.443823906882867,43,0.497614178595774,0.376599701582252,0.443823906882867
"9407","BRD-K51052187",0.44394451168038,1,0.44394451168038,NA,0.44394451168038
"9408","pyrimethamine",0.444092506706712,11,0.441242988039788,0.460737378637253,0.444092506706712
"9409","BRD-K57054528",0.44419192973093,1,0.44419192973093,NA,0.44419192973093
"9410","BRD-K79947616",0.44419192973093,1,0.44419192973093,NA,0.44419192973093
"9411","BRD-K30633722",0.444223067590472,3,0.383353483923159,0.265973904631651,0.444223067590472
"9412","SA-97343",0.444238636520243,2,0.444238636520243,0.395554201952652,0.444238636520243
"9413","BRD-K80648041",0.444362345545518,2,0.444362345545518,0.386811991753377,0.444362345545518
"9414","K784-3131",0.444433326440601,30,0.559152509698149,0.351926164688675,0.444433326440601
"9415","BRD-A54632525",0.444441364503875,8,0.521387184730743,0.455968120974945,0.444441364503875
"9416","tyrphostin-AG-835",0.444479576900513,9,0.458966232756897,0.333722440996325,0.444479576900513
"9417","BRD-K33928422",0.444532761360106,3,0.224866776356698,0.407477398130884,0.444532761360106
"9418","BRD-K03006541",0.444547937536544,5,0.50920245398773,0.2041468074668,0.444547937536544
"9419","BRD-K45723650",0.444703177174692,2,0.444703177174692,1.1351305178557,0.444703177174692
"9420","menadione",0.44498678746245,65,0.582347282518315,0.399505450443385,0.44498678746245
"9421","BRD-K30228236",0.445175923500474,2,0.445175923500474,0.393614562531107,0.445175923500474
"9422","BRD-K19499941",0.445283530372648,16,0.588482251843469,0.420615584922762,0.445283530372648
"9423","BRD-K69516039",0.445355626342267,7,0.505794137695978,0.428151361574571,0.445355626342267
"9424","SA-424380",0.445472596671819,2,0.445472596671819,0.329926962995734,0.445472596671819
"9425","BRD-K44787412",0.445586394107173,3,0.373562780255704,0.282949030958653,0.445586394107173
"9426","BRD-K19890875",0.445601963036944,2,0.445601963036944,0.296610309147472,0.445601963036944
"9427","n-bromoacetyltryptamine",0.445749896108232,4,0.453835536283016,0.243906306034904,0.445749896108232
"9428","BRD-K38304019",0.445772378851531,2,0.445772378851531,0.325530831895388,0.445772378851531
"9429","BRD-K13448237",0.445772378851531,2,0.445772378851531,0.392662149677861,0.445772378851531
"9430","BRD-K97955841",0.445819085640843,1,0.445819085640843,NA,0.445819085640843
"9431","BRD-K09926293",0.445896087876806,1,0.445896087876806,NA,0.445896087876806
"9432","BRD-K22356478",0.446159917270019,1,0.446159917270019,NA,0.446159917270019
"9433","CAM-9-026",0.446185046662828,1,0.446185046662828,NA,0.446185046662828
"9434","BRD-K07275921",0.446368834202588,2,0.446368834202588,0.306021083612229,0.446368834202588
"9435","BRD-K12382140",0.446794873739057,2,0.446794873739057,0.227333161302274,0.446794873739057
"9436","BRD-K36138091",0.446918582764332,1,0.446918582764332,NA,0.446918582764332
"9437","alfacalcidol",0.447015259292262,5,0.520790729379687,0.325169205861149,0.447015259292262
"9438","pyridine-2-aldoxime",0.447377957364941,1,0.447377957364941,NA,0.447377957364941
"9439","BRD-K98832591",0.447517773339165,3,0.685841554816138,0.413165022601606,0.447517773339165
"9440","BRD-K09329774",0.447683588524956,5,0.242930852702982,0.42703241137108,0.447683588524956
"9441","KU-C104250",0.447785774865156,2,0.447785774865156,0.0711910174159388,0.447785774865156
"9442","tyrphostin-AG-494",0.447840559869532,13,0.588104976141786,0.378033071497795,0.447840559869532
"9443","BRD-K50171542",0.447902576533876,2,0.447902576533876,0.430379331428268,0.447902576533876
"9444","BRD-K79407655",0.448023176550784,1,0.448023176550784,NA,0.448023176550784
"9445","homoharringtonine",0.448099267232676,65,0.472903885480573,0.358468076381421,0.448099267232676
"9446","BRD-K71674109",0.448111493466445,1,0.448111493466445,NA,0.448111493466445
"9447","BRD-K42677417",0.448287379728587,3,0.68856820784954,0.500102894021811,0.448287379728587
"9448","BRD-K45887240",0.448375322859657,1,0.448375322859657,NA,0.448375322859657
"9449","BRD-K90734182",0.448452325095621,2,0.448452325095621,0.5051451306636,0.448452325095621
"9450","SA-1459849",0.448534423994547,1,0.448534423994547,NA,0.448534423994547
"9451","BRD-K23986500",0.448546572018716,3,0.606169052488071,0.327148352723283,0.448546572018716
"9452","BRD-K87964538",0.448548090521737,8,0.636417859577369,0.31344971129853,0.448548090521737
"9453","BRD-K89266502",0.448584239792227,2,0.448584239792227,0.275413530370685,0.448584239792227
"9454","daidzein",0.448595249984447,4,0.510754418355272,0.234559784641805,0.448595249984447
"9455","BRD-K69075782",0.449133988353971,2,0.449133988353971,0.192080471917409,0.449133988353971
"9456","artemisinin",0.449149101381857,2,0.449149101381857,0.0418400256571659,0.449149101381857
"9457","BRD-K88402291",0.449304404168558,1,0.449304404168558,NA,0.449304404168558
"9458","L-732138",0.449328628214572,4,0.378956007808022,0.310527324038976,0.449328628214572
"9459","BRD-K57134435",0.449556918882072,1,0.449556918882072,NA,0.449556918882072
"9460","kepone",0.449915972547502,2,0.449915972547502,0.25013675191867,0.449915972547502
"9461","BRD-K45077070",0.450071275334203,2,0.450071275334203,0.278962542339274,0.450071275334203
"9462","BNTX",0.450208573626708,13,0.631427037119542,0.471338669744178,0.450208573626708
"9463","BRD-K62337120",0.450326899056084,1,0.450326899056084,NA,0.450326899056084
"9464","BRD-K60067222",0.45037648873182,12,0.540065938464339,0.312767902514079,0.45037648873182
"9465","A-443644",0.450420943925605,54,0.630215904381176,0.440917490645555,0.450420943925605
"9466","BRD-K51155404",0.450430864398515,10,0.445503383404478,0.314334925083707,0.450430864398515
"9467","BRD-K67215210",0.45045881375269,2,0.45045881375269,0.410134965504727,0.45045881375269
"9468","BRD-K43842808",0.450625126731612,4,0.486284635934066,0.269280800167361,0.450625126731612
"9469","BRD-K25164076",0.451049611763897,4,0.529652351738241,0.542798585541613,0.451049611763897
"9470","SA-85901",0.451141426598087,8,0.48296407588109,0.39147903259375,0.451141426598087
"9471","BRD-K38294617",0.451216668042338,7,0.584103313507345,0.336660903148455,0.451216668042338
"9472","BRD-K49434056",0.451396100732922,2,0.451396100732922,0.17562612231869,0.451396100732922
"9473","BRD-K04695623",0.451432804458975,9,0.486232763090912,0.460560331296602,0.451432804458975
"9474","BRD-K24077273",0.451481308640215,2,0.451481308640215,0.231659635142777,0.451481308640215
"9475","BRD-K79758054",0.451727915486101,7,0.628752256929294,0.390013070798155,0.451727915486101
"9476","tunicamycin",0.451740143903825,23,0.551124744376278,0.312291478695573,0.451740143903825
"9477","BRD-A50388635",0.451864262199309,9,0.566291751874574,0.473240806962283,0.451864262199309
"9478","BRD-K94501123",0.45203105720196,2,0.45203105720196,0.435735876068602,0.45203105720196
"9479","calcipotriol",0.452418313237503,14,0.498143648075791,0.307535823181921,0.452418313237503
"9480","apramycin",0.452490431802569,1,0.452490431802569,NA,0.452490431802569
"9481","proscillaridin-a",0.452514813719962,4,0.576194091156909,0.294353746508122,0.452514813719962
"9482","BRD-K15420741",0.452542304645722,1,0.452542304645722,NA,0.452542304645722
"9483","BRD-K76784707",0.452542304645722,1,0.452542304645722,NA,0.452542304645722
"9484","BRD-K22836524",0.452627512553016,4,0.483557982900665,0.292295845321805,0.452627512553016
"9485","BRD-K74690444",0.452823974617243,5,0.581799591002045,0.359101649111255,0.452823974617243
"9486","BRD-K95352812",0.452836816486023,11,0.694444444444444,0.513467647247288,0.452836816486023
"9487","BRD-K12683703",0.452881892671551,5,0.565098841172461,0.365297729702466,0.452881892671551
"9488","BRD-K78062244",0.453771014364432,25,0.563224267211997,0.379682552852086,0.453771014364432
"9489","SA-1944378",0.454099388806521,6,0.410385160903029,0.219985033217419,0.454099388806521
"9490","amisulpride",0.454158145875938,2,0.454158145875938,0.0161472918675861,0.454158145875938
"9491","BRD-K27699706",0.454169460555636,1,0.454169460555636,NA,0.454169460555636
"9492","SA-247582",0.454199732871994,3,0.654655460746609,0.387346757831546,0.454199732871994
"9493","BRD-K22345692",0.454293169580911,2,0.454293169580911,0.24238432899513,0.454293169580911
"9494","BRD-K31302860",0.454331670698893,2,0.454331670698893,0.449834630908211,0.454331670698893
"9495","etamsylate",0.45453542157762,1,0.45453542157762,NA,0.45453542157762
"9496","BRD-K45494661",0.454680707999398,1,0.454680707999398,NA,0.454680707999398
"9497","BRD-K81821583",0.454804417024674,2,0.454804417024674,0.294332372334946,0.454804417024674
"9498","BRD-K35451338",0.454876253206795,1,0.454876253206795,NA,0.454876253206795
"9499","BRD-K42466986",0.454928126049949,1,0.454928126049949,NA,0.454928126049949
"9500","BRD-K58912123",0.455095432856169,2,0.455095432856169,0.269563372446201,0.455095432856169
"9501","BRD-K54577741",0.455135983516103,3,0.635310156782549,0.4478159270059,0.455135983516103
"9502","BRD-A01973626",0.45521708483597,2,0.45521708483597,0.580097485451949,0.45521708483597
"9503","BRD-M68558198",0.455284070707011,2,0.455284070707011,0.13987725894224,0.455284070707011
"9504","BRD-K47436535",0.455691888207226,2,0.455691888207226,0.166052001444285,0.455691888207226
"9505","BJM-CSC-19",0.455767343347562,5,0.435412406271302,0.297708064847083,0.455767343347562
"9506","BRD-K86899078",0.455870003357538,11,0.665680615851649,0.518393999216157,0.455870003357538
